year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,park_benches,state,pop2020,pop2010,area2020
2018,29,Boise,7.3,14.0,9%,9.0,60%,18.0,$144,32.0,2.0,10.0,6.7,40.0,3.4,27.0,1.0,25.0,3.5,28.0,0.9,14.0,24.0,97.0,60.6,,Idaho,235684.0,205671.0,84.0
2018,30,Philadelphia,3.3,6.0,13%,14.0,93%,37.0,$84,16.0,4.8,33.0,0.4,5.0,1.6,9.0,2.1,40.0,1.7,11.0,5.0,40.0,23.0,96.0,60.0,,Pennsylvania,1603797.0,1526006.0,134.4
2018,31,Kansas City,11.7,20.0,9%,9.0,65%,21.0,$126,27.0,2.7,16.0,0.8,14.0,2.4,17.0,0.4,10.0,1.5,10.0,3.1,40.0,18.0,95.0,59.3,,Missouri,508090.0,459787.0,314.7
2018,31,Kansas City,11.7,20.0,9%,9.0,65%,21.0,$126,27.0,2.7,16.0,0.8,14.0,2.4,17.0,0.4,10.0,1.5,10.0,3.1,40.0,18.0,95.0,59.3,,Kansas,156607.0,145786.0,124.7
2018,32,Fremont,6.4,12.0,37%,20.0,61%,19.0,$123,26.0,2.1,10.0,2.6,40.0,1.9,13.0,0.5,13.0,3.8,30.0,0.0,0.0,18.0,95.0,59.2,,California,230504.0,214089.0,78.3
2018,33,Omaha,7.4,14.0,12%,12.0,78%,28.0,$79,15.0,5.2,37.0,0.4,5.0,4.3,36.0,0.7,16.0,3.8,31.0,1.6,25.0,25.0,94.0,58.8,,Nebraska,486051.0,408958.0,133.2
2018,34,Raleigh,4.4,8.0,11%,11.0,54%,15.0,$202,40.0,5.3,38.0,0.7,10.0,2.1,14.0,1.6,40.0,2.3,17.0,0.0,0.0,20.0,94.0,58.6,,North Carolina,467665.0,403892.0,145.1
2018,34,Las Vegas,2.5,4.0,19%,20.0,64%,21.0,$118,25.0,1.3,4.0,4.0,40.0,3.9,32.0,0.8,19.0,1.3,8.0,3.7,40.0,24.0,94.0,58.6,,Nevada,641903.0,583756.0,141.8
2018,36,Anchorage,4.7,9.0,84%,20.0,71%,24.0,$98,20.0,2.6,15.0,2.3,40.0,2.8,21.0,0.3,6.0,5.6,40.0,0.0,0.0,20.0,93.0,58.3,,Alaska,291247.0,291826.0,1706.8
2018,37,Cleveland,3.1,6.0,6%,6.0,80%,30.0,$105,22.0,6.0,40.0,0.5,7.0,3.7,30.0,1.1,29.0,2.9,23.0,10.4,40.0,28.0,92.0,57.6,,Ohio,372624.0,396815.0,77.7
2018,38,Oakland,2.1,4.0,12%,12.0,85%,32.0,$108,22.0,2.6,15.0,3.8,40.0,1.8,11.0,1.2,31.0,3.5,28.0,0.5,6.0,22.0,92.0,57.4,,California,440646.0,390724.0,55.9
2018,39,Tampa,4.5,9.0,8%,7.0,60%,18.0,$114,24.0,6.1,40.0,3.5,40.0,2.2,15.0,1.8,40.0,2.8,21.0,2.4,40.0,33.0,91.0,56.7,,Florida,384959.0,335709.0,114.0
2018,40,Albuquerque,4.3,8.0,23%,20.0,82%,30.0,$62,10.0,2.2,11.0,2.3,40.0,3.1,24.0,1.1,27.0,1.6,11.0,0.7,10.0,21.0,89.0,55.3,,New Mexico,564559.0,545852.0,187.3
2018,41,Chesapeake,7.2,14.0,26%,20.0,37%,5.0,$94,19.0,3.8,25.0,2.1,40.0,5.0,40.0,1.0,25.0,6.3,40.0,0.0,0.0,28.0,86.0,54.0,,Virginia,249422.0,222209.0,338.5
2018,42,Austin,8.7,17.0,10%,11.0,60%,18.0,$108,22.0,2.8,16.0,1.3,25.0,1.7,11.0,0.6,14.0,2.6,20.0,1.2,19.0,18.0,86.0,53.4,,Texas,961855.0,790390.0,319.9
2018,43,Atlanta,2.9,5.0,6%,6.0,66%,22.0,$139,30.0,2.8,16.0,0.9,15.0,3.0,23.0,1.5,38.0,0.6,2.0,2.4,39.0,22.0,85.0,53.2,,Georgia,498715.0,420003.0,135.3
2018,44,Scottsdale,13.5,20.0,25%,20.0,38%,6.0,$109,22.0,1.5,5.0,1.3,24.0,1.5,9.0,0.8,19.0,3.1,25.0,1.3,20.0,17.0,85.0,53.1,,Arizona,241361.0,217385.0,184.0
2018,45,Norfolk,1.6,3.0,5%,5.0,72%,25.0,$80,15.0,28.3,40.0,4.8,40.0,6.6,40.0,2.0,40.0,0.6,2.0,2.0,33.0,33.0,81.0,50.3,,Virginia,238005.0,242803.0,53.3
2018,46,Colorado Springs,6.6,13.0,9%,9.0,69%,23.0,$81,15.0,2.9,18.0,1.7,36.0,3.0,23.0,0.3,7.0,2.9,22.0,0.9,13.0,20.0,80.0,49.9,,Colorado,478961.0,416427.0,195.4
2018,46,Orlando,3.4,6.0,5%,5.0,60%,18.0,$125,27.0,4.7,33.0,1.1,20.0,2.4,17.0,1.5,38.0,4.2,35.0,0.0,0.0,24.0,80.0,49.9,,Florida,307573.0,238300.0,110.6
2018,48,Honolulu,6.8,13.0,19%,20.0,65%,21.0,$57,9.0,3.6,24.0,0.4,3.0,1.5,8.0,1.6,40.0,2.6,20.0,0.0,0.0,16.0,79.0,49.3,,Hawaii,350964.0,337256.0,60.5
2018,49,Dallas,7.8,15.0,13%,13.0,60%,18.0,$108,22.0,2.5,14.0,0.3,1.0,1.5,9.0,0.6,16.0,1.3,8.0,0.8,13.0,10.0,78.0,48.9,,Texas,1304379.0,1197816.0,339.6
2018,50,Miami,2.6,5.0,7%,6.0,80%,30.0,$87,17.0,3.2,20.0,0.9,16.0,1.3,7.0,1.6,40.0,3.8,31.0,0.0,0.0,19.0,77.0,48.1,,Florida,442241.0,399457.0,36.0
2018,51,Buffalo,1.1,2.0,8%,7.0,85%,33.0,$54,8.0,6.3,40.0,0.8,13.0,2.3,17.0,0.7,17.0,4.2,34.0,4.2,40.0,27.0,77.0,48.0,,New York,278349.0,261310.0,40.4
2018,52,North Las Vegas,7.1,14.0,26%,20.0,58%,17.0,$67,12.0,2.1,11.0,0.8,14.0,2.3,16.0,0.2,3.0,1.0,5.0,1.6,27.0,13.0,76.0,47.3,,Nevada,262527.0,216961.0,101.3
2018,53,Jersey City,0.6,1.0,18%,19.0,91%,36.0,$29,2.0,2.6,15.0,2.2,40.0,1.3,7.0,1.0,24.0,1.8,13.0,0.0,0.0,17.0,75.0,46.6,,New Jersey,292449.0,247597.0,14.7
2018,54,Nashville,16.7,20.0,11%,11.0,37%,6.0,$100,20.0,3.0,18.0,1.2,23.0,3.1,24.0,0.8,19.0,1.7,12.0,0.4,6.0,17.0,74.0,46.3,,Tennessee,689447.0,601222.0,475.8
2018,55,Lexington,11.3,20.0,2%,2.0,52%,14.0,$83,16.0,3.7,24.0,1.9,40.0,2.0,13.0,0.5,12.0,4.0,32.0,0.6,9.0,22.0,74.0,46.0,,Kentucky,322570.0,295803.0,283.6
2018,56,Phoenix,14.6,20.0,15%,16.0,45%,10.0,$87,17.0,0.9,1.0,0.7,11.0,1.6,9.0,0.4,9.0,2.5,19.0,0.6,9.0,10.0,73.0,45.4,,Arizona,1608139.0,1445632.0,518.0
2018,57,Riverside,10.5,20.0,7%,7.0,48%,12.0,$73,13.0,3.0,18.0,0.6,9.0,2.4,18.0,1.1,29.0,2.4,18.0,1.9,31.0,21.0,73.0,45.3,,California,314998.0,303871.0,81.2
2018,58,Richmond,2.5,4.0,7%,7.0,73%,26.0,$75,14.0,3.4,22.0,1.3,27.0,2.2,15.0,2.0,40.0,2.7,21.0,0.0,0.0,21.0,72.0,44.9,,Virginia,226610.0,204214.0,59.9
2018,58,Richmond,2.5,4.0,7%,7.0,73%,26.0,$75,14.0,3.4,22.0,1.3,27.0,2.2,15.0,2.0,40.0,2.7,21.0,0.0,0.0,21.0,72.0,44.9,,California,116448.0,103701.0,30.1
2018,58,Baltimore,0.8,1.0,10%,10.0,85%,32.0,$78,14.0,1.6,7.0,0.5,6.0,3.2,25.0,1.3,34.0,0.6,2.0,1.0,15.0,15.0,72.0,44.9,,Maryland,585708.0,620961.0,80.9
2018,60,Tulsa,9.6,19.0,8%,7.0,55%,15.0,$67,12.0,2.1,11.0,0.5,5.0,2.3,17.0,0.6,15.0,2.6,20.0,7.4,40.0,18.0,71.0,44.4,,Oklahoma,413066.0,391906.0,197.5
2018,61,Corpus Christi,3.3,6.0,9%,9.0,74%,26.0,$71,13.0,2.7,16.0,0.3,1.0,4.4,37.0,0.8,19.0,2.5,19.0,0.6,9.0,17.0,71.0,44.3,,Texas,317863.0,305215.0,162.2
2018,62,Columbus,7.8,15.0,9%,9.0,52%,14.0,$104,21.0,2.1,11.0,0.6,8.0,1.7,11.0,0.7,16.0,1.9,13.0,0.5,6.0,11.0,70.0,43.6,,Ohio,905748.0,787033.0,220.0
2018,62,Columbus,7.8,15.0,9%,9.0,52%,14.0,$104,21.0,2.1,11.0,0.6,8.0,1.7,11.0,0.7,16.0,1.9,13.0,0.5,6.0,11.0,70.0,43.6,,Georgia,206922.0,189885.0,216.5
2018,63,Arlington,12.6,20.0,8%,8.0,53%,14.0,$89,17.0,1.7,8.0,0.5,7.0,1.7,10.0,0.3,7.0,2.1,16.0,0.8,12.0,10.0,69.0,43.1,,Texas,394266.0,365438.0,95.9
2018,63,Chandler,8.3,16.0,4%,3.0,59%,18.0,$78,15.0,3.1,20.0,1.5,30.0,2.2,15.0,0.5,13.0,1.8,13.0,0.7,11.0,17.0,69.0,43.1,,Arizona,275987.0,236123.0,65.3
2018,65,Bakersfield,9.1,18.0,6%,6.0,43%,9.0,$74,13.0,1.9,9.0,2.1,40.0,2.9,22.0,0.4,10.0,2.2,16.0,2.4,39.0,23.0,69.0,42.9,,California,403455.0,347483.0,149.8
2018,66,Los Angeles,4.8,9.0,13%,13.0,56%,16.0,$103,21.0,2.0,10.0,0.3,1.0,1.1,5.0,1.1,28.0,1.3,8.0,0.4,5.0,10.0,69.0,42.8,,California,3898747.0,3792621.0,469.5
2018,67,San Antonio,11.7,20.0,10%,11.0,38%,6.0,$93,18.0,1.6,7.0,0.8,12.0,1.7,10.0,0.7,18.0,3.0,23.0,0.3,3.0,12.0,67.0,42.0,,Texas,1434625.0,1327407.0,498.8
2018,68,Anaheim,8.3,16.0,8%,8.0,62%,19.0,$73,13.0,1.4,4.0,0.6,7.0,1.4,7.0,0.2,5.0,5.0,40.0,0.3,3.0,11.0,67.0,41.9,,California,346824.0,336265.0,50.3
2018,69,Durham,8.8,17.0,4%,3.0,48%,12.0,$68,12.0,4.3,30.0,1.1,21.0,2.1,15.0,0.8,19.0,3.5,28.0,1.5,24.0,23.0,67.0,41.8,,North Carolina,283506.0,228330.0,112.8
2018,70,Greensboro,5.0,10.0,9%,9.0,59%,18.0,$66,12.0,1.6,6.0,1.0,19.0,3.7,30.0,0.8,21.0,2.9,23.0,0.0,0.0,17.0,66.0,40.9,,North Carolina,299035.0,269666.0,129.6
2018,71,Glendale,4.8,9.0,6%,5.0,72%,25.0,$31,2.0,4.6,32.0,1.2,24.0,3.9,32.0,0.6,16.0,1.7,12.0,1.6,26.0,24.0,65.0,40.4,,Arizona,248325.0,226721.0,61.6
2018,71,Glendale,4.8,9.0,6%,5.0,72%,25.0,$31,2.0,4.6,32.0,1.2,24.0,3.9,32.0,0.6,16.0,1.7,12.0,1.6,26.0,24.0,65.0,40.4,,California,196543.0,191719.0,30.5
2018,72,Garland,9.6,19.0,7%,7.0,59%,18.0,$66,11.0,2.2,12.0,0.0,0.0,1.4,8.0,0.7,16.0,2.1,15.0,0.0,0.0,9.0,64.0,39.7,,Texas,246018.0,226876.0,57.1
2018,73,Newark,0.7,1.0,6%,6.0,90%,35.0,$42,5.0,2.5,14.0,0.0,0.0,1.0,3.0,0.8,21.0,2.2,17.0,3.2,40.0,16.0,63.0,39.3,,New Jersey,311549.0,277140.0,24.1
2018,74,Wichita,11.3,20.0,5%,5.0,52%,14.0,$52,8.0,1.0,1.0,0.8,12.0,2.1,14.0,0.5,11.0,4.0,32.0,1.5,24.0,16.0,63.0,39.2,,Kansas,397532.0,382368.0,162.0
2018,75,Reno,5.0,10.0,5%,5.0,74%,26.0,$50,7.0,3.8,25.0,0.8,13.0,2.9,22.0,0.3,7.0,2.5,19.0,0.0,0.0,14.0,62.0,39.0,,Nevada,264165.0,225221.0,108.8
2018,76,Chula Vista,7.1,14.0,7%,6.0,55%,16.0,$44,6.0,2.0,10.0,1.9,39.0,3.6,29.0,0.7,16.0,1.6,10.0,0.7,11.0,19.0,61.0,38.2,,California,275487.0,243916.0,49.6
2018,77,Houston,4.7,9.0,18%,19.0,49%,12.0,$38,4.0,2.2,12.0,0.7,11.0,1.7,11.0,0.7,16.0,2.8,22.0,1.5,24.0,16.0,60.0,37.5,,Texas,2304580.0,2100263.0,640.4
2018,78,El Paso,3.9,7.0,19%,20.0,50%,13.0,$34,3.0,2.4,13.0,0.6,8.0,3.7,30.0,0.8,19.0,1.3,8.0,1.3,21.0,17.0,60.0,37.2,,Texas,678815.0,649121.0,258.4
2018,79,Toledo,5.5,11.0,6%,6.0,77%,28.0,$43,5.0,1.4,5.0,0.7,11.0,2.8,21.0,0.1,1.0,1.9,13.0,0.4,4.0,9.0,59.0,37.0,,Ohio,270871.0,287208.0,80.5
2018,80,Stockton,6.0,12.0,3%,2.0,72%,25.0,$24,1.0,3.5,22.0,1.0,17.0,2.3,16.0,0.4,9.0,2.8,21.0,1.6,26.0,19.0,59.0,36.6,,California,320804.0,291707.0,62.2
2018,81,Oklahoma City,7.2,14.0,7%,7.0,42%,8.0,$66,12.0,1.9,9.0,0.5,5.0,1.7,11.0,0.8,19.0,2.3,17.0,2.6,40.0,17.0,58.0,36.1,,Oklahoma,681054.0,579999.0,606.2
2018,82,Fort Worth,7.7,15.0,6%,5.0,55%,16.0,$68,12.0,1.3,4.0,0.6,8.0,2.3,16.0,0.3,7.0,1.9,13.0,0.2,2.0,8.0,56.0,35.2,,Texas,918915.0,741206.0,342.9
2018,82,Irving,4.1,8.0,5%,5.0,58%,17.0,$66,11.0,1.2,3.0,0.8,14.0,3.1,24.0,0.8,21.0,2.3,17.0,0.8,13.0,15.0,56.0,35.2,,Texas,256684.0,216290.0,67.0
2018,84,Louisville,7.5,15.0,7%,7.0,33%,3.0,$55,8.0,2.2,12.0,0.9,16.0,2.2,16.0,0.5,12.0,4.8,40.0,4.2,40.0,23.0,56.0,34.8,,Kentucky,633045.0,597337.0,263.5
2018,85,Jacksonville,5.8,11.0,14%,15.0,33%,3.0,$41,5.0,1.8,8.0,0.6,8.0,3.7,30.0,1.4,35.0,7.0,40.0,0.5,6.0,21.0,55.0,34.5,,Florida,949611.0,821784.0,747.3
2018,86,Tucson,5.4,10.0,3%,2.0,57%,17.0,$58,9.0,2.5,14.0,1.5,30.0,2.0,14.0,0.8,20.0,2.0,14.0,0.6,8.0,17.0,55.0,34.2,,Arizona,542629.0,520116.0,241.0
2018,87,Santa Ana,6.0,12.0,4%,4.0,72%,25.0,$42,5.0,2.1,11.0,0.0,0.0,1.0,3.0,0.9,22.0,1.7,12.0,0.0,0.0,8.0,54.0,33.8,,California,310227.0,324528.0,27.3
2018,88,Detroit,2.4,4.0,6%,6.0,77%,28.0,$40,5.0,2.4,13.0,0.8,12.0,2.7,21.0,0.4,9.0,0.5,1.0,0.6,9.0,11.0,54.0,33.6,,Michigan,639111.0,713777.0,138.7
2018,89,Lubbock,9.7,19.0,3%,2.0,54%,15.0,$44,6.0,5.0,35.0,0.0,0.0,2.2,16.0,0.4,9.0,1.5,10.0,0.0,0.0,12.0,54.0,33.5,,Texas,257141.0,229573.0,134.6
2018,90,Baton Rouge,4.2,8.0,3%,2.0,50%,13.0,$50,7.0,5.9,40.0,0.9,15.0,2.7,20.0,2.9,40.0,1.3,8.0,0.9,13.0,23.0,53.0,32.9,,Louisiana,227470.0,229493.0,86.3
2018,91,Memphis,10.0,20.0,5%,4.0,43%,9.0,$58,9.0,2.8,17.0,0.4,5.0,1.8,11.0,0.9,23.0,0.9,4.0,0.3,3.0,11.0,53.0,32.8,,Tennessee,633104.0,646889.0,297.0
2018,92,Winston-Salem,9.2,18.0,5%,4.0,35%,4.0,$48,7.0,1.2,3.0,0.4,4.0,1.8,12.0,1.4,36.0,2.5,19.0,2.0,34.0,18.0,51.0,31.9,,North Carolina,249545.0,229617.0,132.7
2018,93,Laredo,4.1,8.0,2%,1.0,49%,12.0,$67,12.0,9.7,40.0,0.4,3.0,2.2,16.0,1.7,40.0,1.0,5.0,0.0,0.0,17.0,50.0,31.5,,Texas,255205.0,236091.0,106.5
2018,94,Fresno,2.2,4.0,4%,3.0,62%,19.0,$42,5.0,4.6,32.0,1.3,26.0,2.6,19.0,0.6,14.0,0.9,5.0,1.0,15.0,19.0,50.0,30.9,,California,542107.0,494665.0,115.2
2018,95,Hialeah,4.1,8.0,2%,1.0,62%,20.0,$35,3.0,3.0,19.0,0.0,0.0,0.7,1.0,1.5,40.0,1.0,5.0,1.7,28.0,16.0,48.0,29.7,,Florida,223109.0,224669.0,21.6
2018,96,Mesa,2.8,5.0,3%,2.0,64%,20.0,$69,12.0,2.8,17.0,0.4,4.0,1.4,7.0,0.2,4.0,0.6,2.0,0.4,5.0,7.0,46.0,28.4,,Arizona,504258.0,439041.0,138.7
2018,97,Charlotte,18.0,20.0,4%,4.0,28%,1.0,$47,7.0,1.1,2.0,0.6,8.0,1.9,12.0,0.5,11.0,0.6,2.0,0.8,13.0,8.0,40.0,25.0,,North Carolina,874579.0,731424.0,308.3
2017,1,Minneapolis,6.6,13.0,15%,15.0,97%,39.0,$233,20.0,5.0,18.0,1.7,17.0,3.9,15.0,2.5,20.0,,,,,18.0,87.5,,5.0,Minnesota,429954.0,382578.0,54.0
2017,2,St. Paul,3.7,7.0,15%,16.0,96%,39.0,$202,20.0,9.6,20.0,1.3,13.0,3.8,15.0,1.8,20.0,,,,,17.0,82.5,,5.0,Minnesota,311527.0,285068.0,52.0
2017,3,San Francisco,1.6,3.0,20%,20.0,100%,40.0,$235,20.0,3.8,13.0,3.8,20.0,2.4,8.0,0.8,10.0,,,,,13.0,80.0,,5.0,California,873965.0,805235.0,46.9
2017,4,Washington,1.5,2.0,22%,20.0,97%,39.0,$270,20.0,4.0,14.0,1.7,17.0,1.8,5.0,2.3,20.0,,,,,14.0,79.0,,4.5,District of Columbia,689545.0,601723.0,61.1
2017,5,Portland,4.6,9.0,18%,19.0,86%,33.0,$165,20.0,3.8,14.0,5.3,20.0,2.1,7.0,0.6,7.0,,,,,12.0,77.5,,4.5,Oregon,652503.0,583776.0,133.5
2017,6,Arlington,2.5,4.0,11%,11.0,98%,39.0,$230,20.0,4.1,15.0,3.5,20.0,4.7,19.0,1.5,18.0,,,,,18.0,76.5,,4.5,Virginia,,,
2017,7,Irvine,6.4,12.0,22%,20.0,76%,27.0,$252,20.0,2.6,9.0,0.4,3.0,2.8,10.0,1.5,19.0,,,,,10.0,74.0,,4.5,California,307670.0,212375.0,65.6
2017,7,New York,1.0,1.0,21%,20.0,97%,39.0,$179,20.0,3.6,13.0,1.6,15.0,2.0,6.0,0.1,1.0,,,,,9.0,74.0,,4.5,New York,8804190.0,8175133.0,300.5
2017,9,Madison,4.7,9.0,13%,14.0,90%,35.0,$126,15.0,10.2,20.0,4.3,20.0,7.4,20.0,0.1,1.0,,,,,15.0,73.5,,4.5,Wisconsin,269840.0,233209.0,79.6
2017,10,Cincinnati,4.9,9.0,14%,14.0,71%,25.0,$191,20.0,5.0,19.0,1.3,13.0,5.0,20.0,2.2,20.0,,,,,18.0,71.5,,4.0,Ohio,309317.0,296943.0,77.8
2017,11,Chicago,1.4,2.0,10%,10.0,97%,39.0,$173,20.0,4.5,16.0,0.9,8.0,3.5,13.0,1.8,20.0,,,,,14.0,71.0,,4.0,Illinois,2746388.0,2695598.0,227.7
2017,11,Seattle,2.4,4.0,12%,13.0,94%,37.0,$279,20.0,1.9,5.0,2.1,20.0,2.2,8.0,0.8,9.0,,,,,11.0,71.0,,4.0,Washington,737015.0,608660.0,83.8
2017,13,Boston,1.5,2.0,17%,18.0,98%,39.0,$112,13.0,3.4,12.0,1.1,10.0,4.1,16.0,1.0,11.0,,,,,12.0,70.0,,4.0,Massachusetts,675647.0,617594.0,48.3
2017,14,San Diego,5.7,11.0,23%,20.0,77%,28.0,$120,14.0,2.8,9.0,1.2,11.0,1.9,6.0,1.0,12.0,,,,,10.0,69.0,,4.0,California,1386932.0,1307402.0,325.9
2017,15,Aurora,7.9,15.0,11%,11.0,86%,33.0,$139,17.0,1.7,5.0,0.8,7.0,2.3,8.0,0.2,2.0,,,,,6.0,68.5,,4.0,Colorado,386261.0,325078.0,160.1
2017,15,Aurora,7.9,15.0,11%,11.0,86%,33.0,$139,17.0,1.7,5.0,0.8,7.0,2.3,8.0,0.2,2.0,,,,,6.0,68.5,,4.0,Illinois,180542.0,197899.0,45.0
2017,16,St. Petersburg,3.5,6.0,16%,16.0,73%,25.0,$133,16.0,4.2,15.0,2.4,20.0,3.4,13.0,1.3,15.0,,,,,16.0,66.0,,4.0,Florida,258308.0,244769.0,61.8
2017,17,Albuquerque,4.3,8.0,24%,20.0,82%,31.0,$58,6.0,2.3,7.0,2.4,20.0,3.0,11.0,1.1,13.0,,,,,13.0,65.0,,3.5,New Mexico,564559.0,545852.0,187.3
2017,17,Plano,13.3,20.0,9%,9.0,74%,26.0,$147,18.0,1.8,5.0,0.4,2.0,2.5,9.0,0.4,4.0,,,,,5.0,65.0,,3.5,Texas,285494.0,259841.0,71.7
2017,17,St. Louis,2.2,4.0,10%,9.0,90%,35.0,$271,20.0,2.6,8.0,1.6,15.0,2.3,8.0,0.6,7.0,,,,,10.0,65.0,,3.5,Missouri,301578.0,319294.0,61.7
2017,20,Denver,6.0,12.0,8%,8.0,86%,33.0,$115,13.0,1.6,4.0,1.5,15.0,3.7,14.0,0.9,11.0,,,,,11.0,64.0,,3.5,Colorado,715522.0,600158.0,153.1
2017,21,Milwaukee,4.5,8.0,10%,10.0,88%,34.0,$115,13.0,5.7,20.0,0.5,4.0,2.7,10.0,0.9,11.0,,,,,11.0,63.5,,3.5,Wisconsin,577222.0,594833.0,96.2
2017,21,Omaha,7.0,14.0,14%,14.0,78%,28.0,$76,8.0,5.3,20.0,0.5,3.0,4.4,17.0,0.7,8.0,,,,,12.0,63.5,,3.5,Nebraska,486051.0,408958.0,133.2
2017,21,Sacramento,5.5,11.0,8%,8.0,79%,29.0,$122,14.0,2.7,9.0,2.3,20.0,4.0,16.0,1.0,12.0,,,,,14.0,63.5,,3.5,California,524943.0,466488.0,98.6
2017,24,Fremont,7.3,14.0,37%,20.0,62%,19.0,$128,15.0,2.1,6.0,0.9,8.0,2.0,6.0,0.5,6.0,,,,,7.0,62.5,,3.5,California,230504.0,214089.0,78.3
2017,24,Las Vegas,2.5,4.0,19%,20.0,70%,24.0,$127,15.0,1.4,3.0,4.3,20.0,4.1,16.0,0.8,10.0,,,,,12.0,62.5,,3.5,Nevada,641903.0,583756.0,141.8
2017,24,Lincoln,5.8,11.0,7%,7.0,86%,33.0,$88,10.0,3.6,13.0,1.6,15.0,5.1,20.0,0.8,9.0,,,,,14.0,62.5,,3.5,Nebraska,291082.0,258379.0,97.7
2017,24,Long Beach,3.0,5.0,10%,10.0,81%,30.0,$205,20.0,1.6,4.0,1.9,19.0,1.3,3.0,1.1,14.0,,,,,10.0,62.5,,3.5,California,466742.0,462257.0,50.7
2017,24,Oakland,2.5,4.0,12%,12.0,85%,32.0,$145,17.0,2.6,9.0,1.0,9.0,1.8,6.0,1.3,15.0,,,,,10.0,62.5,,3.5,California,440646.0,390724.0,55.9
2017,24,San Jose,3.2,6.0,14%,15.0,75%,27.0,$147,18.0,1.6,4.0,1.0,9.0,2.7,10.0,1.1,13.0,,,,,9.0,62.5,,3.5,California,1013240.0,945942.0,178.3
2017,24,Virginia Beach,6.0,12.0,16%,16.0,58%,18.0,$177,20.0,3.3,11.0,0.7,5.0,4.2,16.0,0.3,3.0,,,,,9.0,62.5,,3.5,Virginia,459470.0,437994.0,244.7
2017,31,Anchorage,4.4,8.0,84%,20.0,71%,25.0,$93,10.0,2.6,9.0,2.3,20.0,2.8,10.0,0.3,3.0,,,,,11.0,61.5,,3.5,Alaska,291247.0,291826.0,1706.8
2017,32,Henderson,7.6,15.0,13%,14.0,49%,13.0,$148,18.0,3.6,13.0,5.4,20.0,3.1,11.0,0.6,7.0,,,,,13.0,61.0,,3.5,Nevada,317610.0,257729.0,106.2
2017,32,Honolulu,2.3,4.0,33%,20.0,84%,32.0,$51,5.0,5.7,20.0,0.6,4.0,1.3,3.0,1.9,20.0,,,,,12.0,61.0,,3.5,Hawaii,350964.0,337256.0,60.5
2017,32,Philadelphia,3.6,7.0,13%,13.0,93%,37.0,$59,6.0,4.1,15.0,0.3,1.0,1.7,5.0,2.1,20.0,,,,,10.0,61.0,,3.5,Pennsylvania,1603797.0,1526006.0,134.4
2017,35,Boise,7.3,14.0,8%,8.0,61%,19.0,$144,17.0,2.2,7.0,7.2,20.0,3.7,14.0,1.1,13.0,,,,,14.0,60.0,,3.5,Idaho,235684.0,205671.0,84.0
2017,35,Raleigh,4.4,8.0,15%,15.0,54%,15.0,$202,20.0,6.1,20.0,0.8,6.0,2.4,8.0,1.9,20.0,,,,,14.0,60.0,,3.5,North Carolina,467665.0,403892.0,145.1
2017,37,New Orleans,1.9,3.0,26%,20.0,77%,28.0,$116,13.0,1.6,5.0,0.8,6.0,2.5,9.0,0.7,8.0,,,,,7.0,59.0,,3.5,Louisiana,383997.0,343829.0,169.5
2017,38,Kansas City,11.6,20.0,9%,9.0,65%,21.0,$122,14.0,1.7,5.0,0.6,5.0,2.4,8.0,0.4,5.0,,,,,6.0,58.5,,3.0,Missouri,508090.0,459787.0,314.7
2017,38,Kansas City,11.6,20.0,9%,9.0,65%,21.0,$122,14.0,1.7,5.0,0.6,5.0,2.4,8.0,0.4,5.0,,,,,6.0,58.5,,3.0,Kansas,156607.0,145786.0,124.7
2017,39,Pittsburgh,2.0,3.0,10%,10.0,84%,32.0,$69,7.0,3.6,13.0,2.3,20.0,4.1,16.0,1.7,20.0,,,,,17.0,57.5,,3.0,Pennsylvania,302971.0,305704.0,55.4
2017,40,Jersey City,0.6,1.0,18%,19.0,91%,36.0,$27,1.0,2.6,9.0,2.3,20.0,1.4,3.0,1.0,12.0,,,,,11.0,56.5,,3.0,New Jersey,292449.0,247597.0,14.7
2017,40,Tampa,4.3,8.0,7%,7.0,60%,18.0,$147,18.0,4.9,18.0,3.3,20.0,2.3,8.0,1.9,20.0,,,,,17.0,56.5,,3.0,Florida,384959.0,335709.0,114.0
2017,42,Colorado Springs,6.6,13.0,9%,9.0,70%,24.0,$76,8.0,4.1,15.0,1.8,19.0,3.1,12.0,0.3,3.0,,,,,12.0,55.0,,3.0,Colorado,478961.0,416427.0,195.4
2017,42,Norfolk,4.5,8.0,6%,6.0,72%,25.0,$74,8.0,8.3,20.0,4.9,20.0,4.2,16.0,2.0,20.0,,,,,19.0,55.0,,3.0,Virginia,238005.0,242803.0,53.3
2017,42,Scottsdale,13.5,20.0,25%,20.0,37%,6.0,$105,12.0,1.5,4.0,1.3,12.0,1.6,5.0,0.8,9.0,,,,,8.0,55.0,,3.0,Arizona,241361.0,217385.0,184.0
2017,45,Cleveland,3.4,6.0,6%,6.0,80%,29.0,$100,11.0,6.0,20.0,0.5,4.0,3.7,14.0,1.1,14.0,,,,,13.0,54.0,,3.0,Ohio,372624.0,396815.0,77.7
